客戶編號,性別,年齡,婚姻,扶養人數,城市,郵遞區號,緯度,經度,推薦次數,加入期間 (月),優惠方式,電話服務,平均長途話費,多線路服務,網路服務,網路連線類型,平均下載量( GB),線上安全服務,線上備份服務,設備保護計劃,技術支援計劃,電視節目,電影節目,音樂節目,無限資料下載,合約類型,無紙化計費,支付帳單方式,每月費用,總費用,總退款,額外數據費用,額外長途費用,總收入,客戶狀態,客戶流失類別,客戶離開原因,Age,Dependents,Total_Revenue,人口估計,CLV,CLV_Group,Churned
0128-MKWSG,Female,51,No,2,Stevenson Ranch,91381,34.364153,-118.615583,0,26,無優惠,No,0.0,,Yes,DSL,19.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.8,1147.0,0.0,0,0.0,1147.0,Stayed,,,51,2,1147.0,9937,1147.0,Mid CLV,False
0129-KPTWJ,Male,39,Yes,0,North Highlands,95660,38.671295,-121.388251,9,72,無優惠,Yes,33.22,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,6747.35,0.0,0,2391.84,9139.19,Stayed,,,39,0,9139.19,32202,9139.19,High CLV,False
0129-QMPDR,Male,64,Yes,0,La Puente,91746,34.038983,-117.991372,1,44,無優惠,Yes,27.4,No,No,,0.0,,,,,,,,,One Year,Yes,Bank Withdrawal,20.5,865.05,0.0,0,1205.6,2070.6499999999996,Stayed,,,64,0,2070.6499999999996,30802,2070.6499999999996,Mid CLV,False
0130-SXOUN,Male,55,No,0,Glenhaven,95443,39.045246,-122.743181,0,66,Offer A,Yes,48.78,Yes,Yes,Fiber Optic,8.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.4,5976.9,36.02,40,3219.48,9200.36,Stayed,,,55,0,9200.36,175,9200.36,High CLV,False
0133-BMFZO,Female,40,No,0,Alhambra,91803,34.074736,-118.145959,0,2,無優惠,Yes,36.81,No,Yes,Fiber Optic,16.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,181.65,0.0,0,73.62,255.27,Churned,Competitor,Competitor offered higher download speeds,40,0,255.27,30635,255.27,Low CLV,True
0134-XWXCE,Female,76,No,0,Santa Monica,90403,34.031529,-118.491156,0,44,無優惠,Yes,7.72,No,Yes,DSL,17.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.85,3268.05,17.91,0,339.68,3589.82,Stayed,,,76,0,3589.82,23559,3589.82,Mid CLV,False
0135-NMXAP,Female,57,No,0,Lodi,95240,38.123544,-121.159078,0,12,Offer D,Yes,14.38,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1052.4,0.0,0,172.56,1224.96,Churned,Attitude,Attitude of support person,57,0,1224.96,45755,1224.96,Mid CLV,True
0136-IFMYD,Male,71,Yes,0,Los Angeles,90001,33.973616,-118.24902,1,69,無優惠,Yes,18.41,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.95,7634.25,0.0,0,1270.29,8904.54,Stayed,,,71,0,8904.54,54492,8904.54,High CLV,False
0137-OCGAB,Female,25,No,0,Fairfield,94533,38.287136,-122.02711,0,1,Offer E,Yes,1.23,Yes,Yes,Fiber Optic,69.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.2,80.2,0.0,0,1.23,81.43,Churned,Price,Lack of affordable download/upload speed,25,0,81.43,77683,81.43,Low CLV,True
0137-UDEUO,Female,24,No,0,Stockton,95204,37.974498,-121.319568,0,3,Offer E,Yes,25.75,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.85,63.75,0.0,0,77.25,141.0,Churned,Price,Long distance charges,24,0,141.0,30476,141.0,Low CLV,True
0139-IVFJG,Female,19,Yes,0,Temecula,92592,33.507255,-117.029473,10,2,無優惠,Yes,4.65,No,Yes,Fiber Optic,53.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.35,190.5,0.0,0,9.3,199.8,Joined,,,19,0,199.8,46171,199.8,Low CLV,False
0141-YEAYS,Female,77,No,0,Fallbrook,92028,33.362575,-117.299644,0,27,無優惠,Yes,2.97,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,86.45,2401.05,0.0,0,80.19,2481.24,Stayed,,,77,0,2481.24,42239,2481.24,Mid CLV,False
0142-GVYSN,Male,57,No,0,Randsburg,93554,35.405722,-117.773354,0,26,Offer C,Yes,13.34,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.3,511.25,0.0,0,346.84,858.0899999999999,Stayed,,,57,0,858.0899999999999,117,858.0899999999999,Mid CLV,False
0147-ESWWR,Female,73,Yes,0,Atascadero,93422,35.453912,-120.69461,9,39,無優惠,Yes,20.15,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,3949.15,0.0,0,785.85,4735.0,Stayed,,,73,0,4735.0,29539,4735.0,High CLV,False
0148-DCDOS,Male,41,No,0,Planada,95365,37.329725,-120.306399,0,25,無優惠,Yes,34.88,Yes,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,2362.1,0.0,0,872.0,3234.1,Churned,Competitor,Competitor had better devices,41,0,3234.1,4150,3234.1,Mid CLV,True
0151-ONTOV,Female,43,No,0,Moorpark,93021,34.312945,-118.858169,0,1,Offer E,Yes,39.81,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,70.9,0.0,0,39.81,110.71,Churned,Competitor,Competitor had better devices,43,0,110.71,32984,110.71,Low CLV,True
0156-FVPTA,Male,48,Yes,0,Solvang,93463,34.624399,-120.137875,1,22,Offer D,Yes,27.24,No,Yes,DSL,21.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1152.7,0.0,0,599.28,1751.98,Churned,Attitude,Attitude of service provider,48,0,1751.98,7958,1751.98,Mid CLV,True
0164-APGRB,Female,56,No,0,Calistoga,94515,38.629618,-122.593216,0,72,Offer A,Yes,48.37,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.9,8496.7,0.0,0,3482.64,11979.34,Stayed,,,56,0,11979.34,7384,11979.34,High CLV,False
0164-XAIRP,Female,51,No,0,La Mirada,90638,33.902045,-118.008961,0,24,無優惠,Yes,10.64,No,No,,0.0,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.55,470.2,0.0,0,255.36,725.56,Stayed,,,51,0,725.56,47568,725.56,Low CLV,False
0168-XZKBB,Female,34,Yes,0,Boron,93516,34.95703,-117.73045,8,19,無優惠,Yes,7.84,Yes,Yes,Fiber Optic,16.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,1564.4,0.0,0,148.96,1713.36,Stayed,,,34,0,1713.36,2241,1713.36,Mid CLV,False
0174-QRVVY,Male,21,Yes,2,San Marcos,92078,33.119028,-117.166036,2,71,無優惠,Yes,9.2,Yes,No,,0.0,,,,,,,,,Two Year,No,Credit Card,25.35,1847.55,0.0,0,653.2,2500.75,Stayed,,,21,2,2500.75,6760,2500.75,Mid CLV,False
0177-PXBAT,Male,78,Yes,0,Desert Center,92239,33.889605,-115.257009,7,33,無優惠,Yes,25.15,Yes,Yes,Fiber Optic,20.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,109.9,3694.7,0.0,0,829.95,4524.65,Stayed,,,78,0,4524.65,964,4524.65,High CLV,False
0178-CIIKR,Female,60,No,0,Crows Landing,95313,37.435664,-121.049056,0,3,無優惠,Yes,2.69,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.95,58.0,0.0,0,8.07,66.07,Joined,,,60,0,66.07,1508,66.07,Low CLV,False
0178-SZBHO,Male,54,Yes,1,Tuolumne,95379,37.939768,-120.188002,7,47,無優惠,Yes,1.09,Yes,Yes,Fiber Optic,13.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.2,4017.45,0.0,0,51.23,4068.68,Stayed,,,54,1,4068.68,3979,4068.68,Mid CLV,False
0181-RITDD,Male,42,Yes,3,San Diego,92120,32.807867,-117.060993,2,62,無優惠,Yes,1.76,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,0.0,0,109.12,6934.7699999999995,Stayed,,,42,3,6934.7699999999995,25569,6934.7699999999995,High CLV,False
0186-CAERR,Male,22,No,0,Auburn,95603,38.912881,-121.082766,0,71,無優惠,Yes,2.88,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,116.3,8309.55,0.0,0,204.48,8514.029999999999,Stayed,,,22,0,8514.029999999999,24944,8514.029999999999,High CLV,False
0187-QSXOE,Male,71,Yes,0,Fresno,93725,36.623632,-119.741322,8,7,無優惠,Yes,41.97,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,605.45,0.0,0,293.79,899.24,Stayed,,,71,0,899.24,21010,899.24,Mid CLV,False
0187-WZNAB,Female,56,Yes,2,Del Rey,93616,36.657462,-119.595293,6,27,Offer C,Yes,46.66,No,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0.0,0,1259.82,3232.17,Stayed,,,56,2,3232.17,1965,3232.17,Mid CLV,False
0188-GWFLE,Male,33,No,0,Redwood City,94065,37.527497,-122.230941,0,2,無優惠,Yes,1.81,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,20.05,33.7,0.0,0,3.62,37.32,Joined,,,33,0,37.32,10658,37.32,Low CLV,False
0191-EQUUH,Female,32,No,3,Landers,92285,34.341737,-116.539416,0,25,Offer C,No,0.0,,Yes,Cable,75.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,Stayed,,,32,3,844.45,2182,844.45,Mid CLV,False
0191-ZHSKZ,Male,80,No,0,Hawthorne,90250,33.914775,-118.348083,0,30,無優惠,Yes,38.61,No,Yes,DSL,5.0,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.75,2111.3,0.0,0,1158.3,3269.6000000000004,Stayed,,,80,0,3269.6000000000004,93315,3269.6000000000004,Mid CLV,False
0193-ESZXP,Female,73,Yes,0,Oceano,93445,35.059695,-120.604741,1,58,無優惠,Yes,16.94,No,Yes,Fiber Optic,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0.0,0,982.52,7188.02,Churned,Attitude,Attitude of support person,73,0,7188.02,7435,7188.02,High CLV,True
0195-IESCP,Male,26,Yes,0,Armona,93202,36.315979,-119.710852,1,10,Offer D,Yes,2.02,Yes,Yes,Fiber Optic,82.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0.0,100,20.2,975.5,Churned,Competitor,Competitor offered more data,26,0,975.5,2872,975.5,Mid CLV,True
0196-JTUQI,Female,59,No,0,Clarksburg,95612,38.384648,-121.578701,0,9,無優惠,Yes,9.27,Yes,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,0.0,0,83.43,717.28,Stayed,,,59,0,717.28,1417,717.28,Low CLV,False
0196-VULGZ,Female,78,Yes,0,Irvine,92620,33.716136,-117.752574,1,6,無優惠,Yes,28.71,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0.0,0,172.26,647.16,Churned,Other,Deceased,78,0,647.16,26419,647.16,Low CLV,True
0197-PNKNK,Female,47,Yes,1,Scotts Valley,95066,37.070177,-122.010077,7,69,無優惠,Yes,38.92,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,0.0,40,2685.48,8574.08,Stayed,,,47,1,8574.08,14574,8574.08,High CLV,False
0201-MIBOL,Female,68,No,0,Salida,95368,37.713152,-121.08739,0,66,無優惠,Yes,10.45,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,0.0,0,689.7,7161.55,Stayed,,,68,0,7161.55,12466,7161.55,High CLV,False
0201-OAMXR,Female,30,No,0,Mckinleyville,95519,40.965011,-124.015255,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0.0,0,714.7,8842.300000000001,Churned,Dissatisfaction,Network reliability,30,0,8842.300000000001,15921,8842.300000000001,High CLV,True
0203-HHYIJ,Male,62,No,0,Atherton,94027,37.454924,-122.203168,0,25,Offer C,Yes,5.57,Yes,No,,0.0,,,,,,,,,One Year,No,Bank Withdrawal,25.3,676.35,0.0,0,139.25,815.6,Churned,Price,Long distance charges,62,0,815.6,6876,815.6,Low CLV,True
0206-OYVOC,Female,52,Yes,2,Huntington Beach,92649,33.721917,-118.043237,1,46,Offer B,Yes,24.33,No,No,,0.0,,,,,,,,,Two Year,Yes,Credit Card,19.25,864.2,0.0,0,1119.18,1983.38,Stayed,,,52,2,1983.38,32304,1983.38,Mid CLV,False
0206-TBWLC,Female,63,Yes,0,Calimesa,92320,33.982787,-117.057627,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1,Stayed,,,63,0,6665.1,7334,6665.1,High CLV,False
0207-MDKNV,Female,54,No,0,Daly City,94014,37.691561,-122.445202,0,15,無優惠,Yes,22.39,No,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0.0,0,335.85,1918.6,Churned,Competitor,Competitor made better offer,54,0,1918.6,47453,1918.6,Mid CLV,True
0208-BPQEJ,Female,48,Yes,1,Middletown,95461,38.787446,-122.58675,0,12,Offer D,Yes,8.25,No,No,,0.0,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0.0,0,99.0,297.1,Stayed,,,48,1,297.1,7789,297.1,Low CLV,False
0212-ISBBF,Female,51,No,0,Berkeley,94705,37.858898,-122.240512,0,22,無優惠,No,0.0,,Yes,Cable,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0.0,0,0.0,1098.85,Stayed,,,51,0,1098.85,12448,1098.85,Mid CLV,False
0214-JHPFW,Female,22,Yes,0,Lost Hills,93249,35.637715,-119.893068,9,70,無優惠,No,0.0,,Yes,Cable,85.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,1.01,0,0.0,4038.29,Stayed,,,22,0,4038.29,2502,4038.29,Mid CLV,False
0215-BQKGS,Male,52,No,0,Garden Grove,92844,33.766476,-117.969795,0,30,Offer C,Yes,24.73,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0.0,130,741.9,3310.5,Stayed,,,52,0,3310.5,23481,3310.5,Mid CLV,False
0218-QNVAS,Male,22,Yes,1,Indio,92203,33.752938,-116.230055,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9,Stayed,,,22,1,9108.9,2743,9108.9,High CLV,False
0219-QAERP,Male,33,Yes,0,Oxnard,93033,34.156629,-119.117218,2,30,無優惠,Yes,9.81,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,19.8,576.65,0.0,0,294.3,870.95,Stayed,,,33,0,870.95,77791,870.95,Mid CLV,False
0219-YTZUE,Male,26,Yes,0,San Diego,92122,32.85723,-117.209774,5,4,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0,115.08,486.98,Churned,Competitor,Competitor made better offer,26,0,486.98,34902,486.98,Low CLV,True
0220-EBGCE,Male,58,No,0,Escondido,92027,33.141265,-116.967221,0,2,Offer E,Yes,14.14,No,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0.0,0,28.28,195.58,Churned,Competitor,Competitor made better offer,58,0,195.58,48690,195.58,Low CLV,True
0221-NAUXK,Male,22,No,1,Moreno Valley,92553,33.923149,-117.244933,0,10,無優惠,Yes,7.86,No,No,,0.0,,,,,,,,,One Year,Yes,Bank Withdrawal,19.95,219.5,0.0,0,78.6,298.1,Stayed,,,22,1,298.1,61205,298.1,Low CLV,False
0221-WMXNQ,Male,66,No,0,Chino,91710,33.990646,-117.663025,0,4,Offer E,Yes,36.4,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0.0,0,145.6,419.0,Stayed,,,66,0,419.0,75319,419.0,Low CLV,False
0222-CNVPT,Male,69,No,0,Sacramento,95820,38.53508,-121.444144,0,52,Offer B,No,0.0,,Yes,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0.0,0,0.0,2555.05,Stayed,,,69,0,2555.05,37031,2555.05,Mid CLV,False
0224-HJAPT,Male,25,No,0,San Diego,92117,32.825086,-117.199424,0,5,無優惠,Yes,22.01,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0,110.05,333.2,Churned,Competitor,Competitor made better offer,25,0,333.2,51213,333.2,Low CLV,True
0224-NIJLP,Male,30,Yes,3,Turlock,95380,37.474396,-120.875917,1,8,Offer E,Yes,2.87,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,20.15,165.5,0.0,0,22.96,188.46,Stayed,,,30,3,188.46,40545,188.46,Low CLV,False
0224-RLWWD,Female,73,No,0,Calexico,92231,32.690654,-115.431225,0,2,Offer E,Yes,23.91,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0,47.82,137.12,Joined,,,73,0,137.12,27804,137.12,Low CLV,False
0225-ZORZP,Male,46,No,0,Groveland,95321,37.902968,-119.667544,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0.0,0,41.16,276.21000000000004,Joined,,,46,0,276.21000000000004,3680,276.21000000000004,Low CLV,False
0228-MAUWC,Male,40,No,0,Los Gatos,95033,37.160194,-121.945611,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0.0,0,225.15,1369.75,Stayed,,,40,0,1369.75,10172,1369.75,Mid CLV,False
0229-LFJAF,Male,53,No,0,Clovis,93611,36.917652,-119.593757,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0.0,0,263.52,5171.77,Stayed,,,53,0,5171.77,46858,5171.77,High CLV,False
0230-UBYPQ,Male,76,Yes,0,Hyampom,96046,40.648024,-123.465088,2,63,Offer B,No,0.0,,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,0,0.0,2298.9,Stayed,,,76,0,2298.9,268,2298.9,Mid CLV,False
0230-WEQUW,Male,38,Yes,0,Woodland Hills,91364,34.153733,-118.593408,1,66,無優惠,No,0.0,,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0,0.0,3789.2,Stayed,,,38,0,3789.2,25988,3789.2,Mid CLV,False
0231-LXVAP,Male,23,No,0,Temecula,92592,33.507255,-117.029473,0,1,無優惠,Yes,44.56,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46,Churned,Competitor,Competitor made better offer,23,0,120.46,46171,120.46,Low CLV,True
0233-FTHAV,Female,24,No,0,Livingston,95334,37.361987,-120.748394,0,60,無優惠,Yes,15.29,Yes,Yes,Fiber Optic,48.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765.0,0.0,0,917.4,5682.4,Stayed,,,24,0,5682.4,12672,5682.4,High CLV,False
0234-TEVTT,Female,43,Yes,3,Tulare,93274,36.185471,-119.375243,3,48,無優惠,No,0.0,,Yes,DSL,22.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,0.0,0,0.0,2196.3,Stayed,,,43,3,2196.3,56101,2196.3,Mid CLV,False
0235-KGSLC,Female,45,No,0,Buellton,93427,34.631362,-120.238218,0,1,Offer E,Yes,33.34,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0.0,0,33.34,118.89,Churned,Other,Moved,45,0,118.89,4644,118.89,Low CLV,True
0236-HFWSV,Male,49,No,0,Palmdale,93552,34.557711,-118.029441,0,15,無優惠,Yes,48.93,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0.0,0,733.95,2178.6000000000004,Churned,Competitor,Competitor had better devices,49,0,2178.6000000000004,25370,2178.6000000000004,Mid CLV,True
0237-YFUTL,Female,62,Yes,0,Midway City,92655,33.744439,-117.98588,4,50,Offer B,Yes,34.57,Yes,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,0.0,0,1728.5,7134.3,Stayed,,,62,0,7134.3,8660,7134.3,High CLV,False
0238-WHBIQ,Male,25,Yes,1,Folsom,95630,38.672638,-121.147403,10,72,Offer A,Yes,33.75,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0.0,0,2430.0,8769.3,Stayed,,,25,1,8769.3,51855,8769.3,High CLV,False
0239-OXEXL,Female,37,No,0,Oakland,94619,37.787186,-122.14633,0,46,無優惠,Yes,43.27,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,0.0,100,1990.42,5938.02,Stayed,,,37,0,5938.02,24518,5938.02,High CLV,False
0244-LGNFY,Female,35,Yes,1,San Anselmo,94960,37.99272,-122.575026,4,72,無優惠,Yes,30.0,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733.0,0.0,0,2160.0,8893.0,Stayed,,,35,1,8893.0,16849,8893.0,High CLV,False
0247-SLUJI,Male,37,Yes,3,Duarte,91010,34.145695,-117.95982,2,1,無優惠,Yes,34.28,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.7,19.7,0.0,0,34.28,53.98,Joined,,,37,3,53.98,27414,53.98,Low CLV,False
0248-IPDFW,Female,19,No,0,Lake Elsinore,92530,33.655421,-117.391751,0,1,無優惠,Yes,29.13,Yes,Yes,Cable,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0.0,0,29.13,79.23,Joined,,,19,0,79.23,38519,79.23,Low CLV,False
0248-PGHBZ,Female,69,No,0,San Clemente,92672,33.429488,-117.609432,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,0.0,0,172.19,6313.04,Stayed,,,69,0,6313.04,34946,6313.04,High CLV,False
0253-ZTEOB,Female,44,Yes,1,Los Angeles,90004,34.076259,-118.310715,5,48,無優惠,Yes,8.94,Yes,Yes,DSL,27.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,0.0,0,429.12,4299.42,Stayed,,,44,1,4299.42,67852,4299.42,High CLV,False
0254-FNMCI,Female,19,No,0,Downey,90241,33.940884,-118.128628,0,72,無優惠,Yes,41.91,No,Yes,Fiber Optic,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0.0,0,3017.52,10641.72,Stayed,,,19,0,10641.72,40152,10641.72,High CLV,False
0254-KCJGT,Male,64,Yes,0,Bodega Bay,94923,38.377165,-123.037957,6,52,Offer B,Yes,41.34,Yes,Yes,Cable,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0.0,0,2149.68,6504.129999999999,Stayed,,,64,0,6504.129999999999,1785,6504.129999999999,High CLV,False
0254-WWRKD,Female,44,Yes,3,Challenge,95925,39.461768,-121.195825,1,67,Offer A,Yes,46.9,No,Yes,Cable,28.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,0.0,0,3142.3,6574.05,Stayed,,,44,3,6574.05,262,6574.05,High CLV,False
0256-LTHVJ,Female,58,Yes,0,Ludlow,92338,34.702766,-116.093376,1,28,Offer C,Yes,16.85,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0,471.8,2698.9,Churned,Competitor,Competitor had better devices,58,0,2698.9,23,2698.9,Mid CLV,True
0257-KXZGU,Female,29,Yes,1,Santa Clara,95051,37.348129,-121.98469,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0.0,0,1064.96,3110.51,Stayed,,,29,1,3110.51,52986,3110.51,Mid CLV,False
0257-ZESQC,Female,80,Yes,0,Perris,92571,33.828289,-117.201666,2,27,無優惠,Yes,7.02,No,Yes,Cable,25.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,0.0,0,189.54,2118.89,Churned,Attitude,Attitude of support person,80,0,2118.89,26357,2118.89,Mid CLV,True
